"lratio"	"variance"	"var_hat_vk"	"n.spectra"	"n.na1"	"n.na2"	"p.value.rat"	"p.value.sample"	"p.value"	"is.significant"	"ac"	"r1"	"r2"	"class1"	"class2"	"zscore"
"852"	-0.0810030942091534	0.00819828635931617	2.25511913351712e-08	7	0	0	0.18549432219974	NA	1	0	"A0A0R4J038, D3YTY9, D3Z2B2, O08677"	"126"	"128"	"126"	"128"	-0.496189860354108
"1611"	-0.00800179256985613	0.00637836761514136	1.49602694515161e-06	9	0	0	0.460095997098261	NA	1	0	"A0A0R4J038, D3YTY9, D3Z2B2, O08677"	"126"	"129"	"126"	"129"	0.0213196527296871
"2370"	-0.199615441660044	0.00638031331940693	2.62982358217315e-07	9	0	0	0.00622652045456636	NA	1	0	"A0A0R4J038, D3YTY9, D3Z2B2, O08677"	"126"	"130"	"126"	"130"	-1.33703813013336
"3129"	-0.111508195295036	0.00717798206068943	7.95760184595836e-07	8	0	0	0.0940617417688305	NA	1	0	"A0A0R4J038, D3YTY9, D3Z2B2, O08677"	"126"	"131"	"126"	"131"	-0.712441894975759
"29"	-0.0636435486920409	0.00372012514961091	9.32466170182411e-06	20	0	0	0.148367756118927	NA	1	0	"A0A0R4J038, D3YTY9, O08677"	"126"	"127"	"126"	"127"	-0.373127260836282
"788"	-0.100467036085584	0.00546196953113552	1.40701800791644e-05	22	0	0	0.08700909886914	NA	1	0	"A0A0R4J038, D3YTY9, O08677"	"126"	"128"	"126"	"128"	-0.634170620381277
"1547"	-0.0578563298183784	0.00575790475793213	2.18707070390327e-05	21	0	0	0.222891927992956	NA	1	0	"A0A0R4J038, D3YTY9, O08677"	"126"	"129"	"126"	"129"	-0.33210140576021
"2306"	-0.205681287305166	0.0139362445451403	6.94826388720106e-05	23	0	0	0.0407283444891323	NA	1	0	"A0A0R4J038, D3YTY9, O08677"	"126"	"130"	"126"	"130"	-1.3800391829332
"3065"	-0.152512743720273	0.00874677494094692	6.20340518028748e-05	22	0	0	0.0514736131936693	NA	1	0	"A0A0R4J038, D3YTY9, O08677"	"126"	"131"	"126"	"131"	-1.00312498436252
"163"	-0.0789260485513067	0.00819445609457606	1.408126172341e-06	7	0	0	0.191634962963001	NA	1	0	"A0A0R4J038, D3YTY9, O08677, Q6S9I0, Q6S9I2, Q6S9I3"	"126"	"127"	"126"	"127"	-0.481465590198541
"922"	-0.114530270556283	0.00819356695522174	1.08540674896608e-06	7	0	0	0.102886979700058	NA	1	0	"A0A0R4J038, D3YTY9, O08677, Q6S9I0, Q6S9I2, Q6S9I3"	"126"	"128"	"126"	"128"	-0.733865522525282
"1681"	-0.144590281547869	0.00846025341226899	5.10292582534447e-05	7	0	0	0.0579774263963023	NA	1	0	"A0A0R4J038, D3YTY9, O08677, Q6S9I0, Q6S9I2, Q6S9I3"	"126"	"129"	"126"	"129"	-0.946962293435117
"2440"	-0.187903123298046	0.00717146119616991	7.15877834663649e-06	8	0	0	0.013248078084432	NA	1	0	"A0A0R4J038, D3YTY9, O08677, Q6S9I0, Q6S9I2, Q6S9I3"	"126"	"130"	"126"	"130"	-1.25400897809784
"3199"	-0.100474680201335	0.00819487311893262	7.45765547613539e-07	7	0	0	0.133520143749731	NA	1	0	"A0A0R4J038, D3YTY9, O08677, Q6S9I0, Q6S9I2, Q6S9I3"	"126"	"131"	"126"	"131"	-0.634224809861896
"30"	-0.124011372299177	0.0090156893620641	5.94160411016625e-05	14	0	0	0.0957666319843309	NA	1	0	"A0A0R4J039, Q9ESB3"	"126"	"127"	"126"	"127"	-0.8010774795217
"789"	-0.0336960561156446	0.00417080081997422	5.08039189709267e-07	14	0	0	0.300919321384796	NA	1	0	"A0A0R4J039, Q9ESB3"	"126"	"128"	"126"	"128"	-0.160828138036139
"1548"	0.0173481093601078	0.00417069839189767	3.11945166795619e-06	14	0	0	0.394108819321292	NA	1	0	"A0A0R4J039, Q9ESB3"	"126"	"129"	"126"	"129"	0.201026248501338
"2307"	0.0286234103883391	0.0194789529449504	0.000139945026058486	16	0	0	0.418751995218577	NA	1	0	"A0A0R4J039, Q9ESB3"	"126"	"130"	"126"	"130"	0.280957364987789
"3066"	-0.00801892053735815	0.01564426595241	8.15854329844602e-05	16	0	0	0.474440582824379	NA	1	0	"A0A0R4J039, Q9ESB3"	"126"	"131"	"126"	"131"	0.0211982317971415
"397"	-0.253194570265809	0.117223510005188	Inf	1	0	0	0.229797146722805	NA	1	0	"A0A0R4J041, D6RHT1, G3UX68, G3UXX7, G3UY98, G3UYB5, G3UZP2, Q8C3P7"	"126"	"127"	"126"	"127"	-1.71686298439729
"1156"	-0.285993610422338	0.117204547879484	Inf	1	0	0	0.20175188000732	NA	1	0	"A0A0R4J041, D6RHT1, G3UX68, G3UXX7, G3UY98, G3UYB5, G3UZP2, Q8C3P7"	"126"	"128"	"126"	"128"	-1.94937685634015
"1915"	-0.274258394206866	0.117203604533195	Inf	1	0	0	0.211535429680278	NA	1	0	"A0A0R4J041, D6RHT1, G3UX68, G3UXX7, G3UY98, G3UYB5, G3UZP2, Q8C3P7"	"126"	"129"	"126"	"129"	-1.86618538039072
"2674"	-0.341256499424975	0.117222461786427	Inf	1	0	0	0.159448915880116	NA	1	0	"A0A0R4J041, D6RHT1, G3UX68, G3UXX7, G3UY98, G3UYB5, G3UZP2, Q8C3P7"	"126"	"130"	"126"	"130"	-2.34113796384296
"3433"	-0.278387800756589	0.117236768649434	Inf	1	0	0	0.208094145177156	NA	1	0	"A0A0R4J041, D6RHT1, G3UX68, G3UXX7, G3UY98, G3UYB5, G3UZP2, Q8C3P7"	"126"	"131"	"126"	"131"	-1.89545892928485
"398"	0.0354122289584229	0.0143846645875147	4.75491805121183e-06	4	0	0	0.383897952465946	NA	1	0	"A0A0R4J0I1"	"126"	"127"	"126"	"127"	0.329083605393441
"1157"	0.0449118931678712	0.0143806566855975	2.63834291078846e-06	4	0	0	0.354009705761216	NA	1	0	"A0A0R4J0I1"	"126"	"128"	"126"	"128"	0.396427152550753
"1916"	0.111537514677483	0.0143799644753035	1.66940833624565e-06	4	0	0	0.176152774360737	NA	1	0	"A0A0R4J0I1"	"126"	"129"	"126"	"129"	0.868739182228095
"2675"	-0.302142679208836	0.0143975174956965	9.8694530897234e-09	4	0	0	0.00589994775174123	NA	1	0	"A0A0R4J0I1"	"126"	"130"	"126"	"130"	-2.06385833183152
"3434"	-0.281736154685899	0.0144121427515419	1.06686880298995e-06	4	0	0	0.00946740230766261	NA	1	0	"A0A0R4J0I1"	"126"	"131"	"126"	"131"	-1.91919556099795
"399"	-0.0426934500049487	0.117947555395581	Inf	1	0	0	0.450533701055314	NA	1	0	"A0A0R4J0I1, D3Z450, P07759, P29621, Q03734, Q80X76"	"126"	"127"	"126"	"127"	-0.224611068286939
"1158"	-0.0233156722392884	0.117871165853724	Inf	1	0	0	0.472927990513622	NA	1	0	"A0A0R4J0I1, D3Z450, P07759, P29621, Q03734, Q80X76"	"126"	"128"	"126"	"128"	-0.0872411295192365
"1917"	0.0393477384559491	0.117859874370209	Inf	1	0	0	0.454375633319319	NA	1	0	"A0A0R4J0I1, D3Z450, P07759, P29621, Q03734, Q80X76"	"126"	"129"	"126"	"129"	0.356982609357297
"2676"	-0.164484248398532	0.117962431163503	Inf	1	0	0	0.316001896349897	NA	1	0	"A0A0R4J0I1, D3Z450, P07759, P29621, Q03734, Q80X76"	"126"	"130"	"126"	"130"	-1.08799151985989
"3435"	-0.143969426418389	0.118060001175375	Inf	1	0	0	0.337606352847699	NA	1	0	"A0A0R4J0I1, D3Z450, P07759, P29621, Q03734, Q80X76"	"126"	"131"	"126"	"131"	-0.942561023477763
"230"	0.127342692996816	0.00964756864432914	1.30241844992894e-05	6	0	0	0.097405458370975	NA	1	0	"A0A0R4J0I1, E9Q499, F2Z405, G3X8T9, P07759, P29621, Q03734, Q5I2A0, Q80X76, Q91WP6"	"126"	"127"	"126"	"127"	0.980782802719345
"989"	0.0695513114032542	0.00980100555792744	3.08925626476568e-07	6	0	0	0.241171762695995	NA	1	0	"A0A0R4J0I1, E9Q499, F2Z405, G3X8T9, P07759, P29621, Q03734, Q5I2A0, Q80X76, Q91WP6"	"126"	"128"	"126"	"128"	0.571097097432899
"1748"	0.149628127365006	0.00979765557904767	2.40444264937214e-06	6	0	0	0.0653110601092387	NA	1	0	"A0A0R4J0I1, E9Q499, F2Z405, G3X8T9, P07759, P29621, Q03734, Q5I2A0, Q80X76, Q91WP6"	"126"	"129"	"126"	"129"	1.13876525001497
"2507"	-0.0866155281318845	0.059209933086865	0.000221181393196357	7	0	0	0.360936097018134	NA	1	0	"A0A0R4J0I1, E9Q499, F2Z405, G3X8T9, P07759, P29621, Q03734, Q5I2A0, Q80X76, Q91WP6"	"126"	"130"	"126"	"130"	-0.535976657046018
"3266"	-0.0354607735369204	0.0657775716402125	0.00181797155394004	7	0	0	0.445015866639171	NA	1	0	"A0A0R4J0I1, E9Q499, F2Z405, G3X8T9, P07759, P29621, Q03734, Q5I2A0, Q80X76, Q91WP6"	"126"	"131"	"126"	"131"	-0.173338299264872
"400"	0.0985449921615484	0.0696436253786644	5.43048597152297e-14	2	0	0	0.354419122146984	NA	1	0	"A0A0R4J0I1, E9Q499, F2Z405, G3X8T9, P07759, P29621, Q03734, Q5I2A0, Q91WP6"	"126"	"127"	"126"	"127"	0.776634605323783
"1159"	0.12702594067872	0.0696430024225471	2.60487615308806e-13	2	0	0	0.315136757709025	NA	1	0	"A0A0R4J0I1, E9Q499, F2Z405, G3X8T9, P07759, P29621, Q03734, Q5I2A0, Q91WP6"	"126"	"128"	"126"	"128"	0.97853733127945
"1918"	0.233783840488403	0.0696428642133197	5.96606745163391e-13	2	0	0	0.187840393859743	NA	1	0	"A0A0R4J0I1, E9Q499, F2Z405, G3X8T9, P07759, P29621, Q03734, Q5I2A0, Q91WP6"	"126"	"129"	"126"	"129"	1.73534888816568
"2677"	-0.32724966461359	0.0696454926875635	1.36885443717163e-11	2	0	0	0.107481879524461	NA	1	0	"A0A0R4J0I1, E9Q499, F2Z405, G3X8T9, P07759, P29621, Q03734, Q5I2A0, Q91WP6"	"126"	"130"	"126"	"130"	-2.24184288142237
"3436"	-0.389934402353816	0.0696487686819137	9.01308065297395e-11	2	0	0	0.0697674839262039	NA	1	0	"A0A0R4J0I1, E9Q499, F2Z405, G3X8T9, P07759, P29621, Q03734, Q5I2A0, Q91WP6"	"126"	"131"	"126"	"131"	-2.68621780868075
"31"	0.0438124331819258	0.004369997862416	1.02595875822765e-05	51	0	0	0.25374190737655	NA	1	0	"A0A0R4J0I1, P07759"	"126"	"127"	"126"	"127"	0.388633031224079
"790"	0.0450364815149613	0.0042499477193295	1.38743117640961e-05	51	0	0	0.244835454813605	NA	1	0	"A0A0R4J0I1, P07759"	"126"	"128"	"126"	"128"	0.397310364950951
"1549"	0.0978710085207906	0.00819764297610719	3.72027856597292e-05	51	0	0	0.139857486737403	NA	1	0	"A0A0R4J0I1, P07759"	"126"	"129"	"126"	"129"	0.771856704958685
"2308"	-0.21146329025867	0.0454184183187665	0.00159009706935731	53	0	0	0.160538977687852	NA	1	0	"A0A0R4J0I1, P07759"	"126"	"130"	"126"	"130"	-1.4210280621165
"3067"	-0.208070476955333	0.032035750266125	0.000592704266698424	53	0	0	0.122516184417024	NA	1	0	"A0A0R4J0I1, P07759"	"126"	"131"	"126"	"131"	-1.39697625589982
"78"	0.088438363675472	0.00246053254086921	4.36475511587513e-06	35	0	0	0.0373015732781206	NA	1	0	"A0A0R4J0I1, P07759, Q03734"	"126"	"127"	"126"	"127"	0.704988261090207
"837"	0.0958160326839467	0.00273913488768958	3.80426533613282e-06	37	0	0	0.0335681676963158	NA	1	0	"A0A0R4J0I1, P07759, Q03734"	"126"	"128"	"126"	"128"	0.757288888757562
"1596"	0.166648498741942	0.00506912249530968	2.23285639059789e-05	37	0	0	0.00962530551343295	NA	1	0	"A0A0R4J0I1, P07759, Q03734"	"126"	"129"	"126"	"129"	1.25942342878698
"2355"	-0.285515659710186	0.0279474740029423	0.00028998495131619	40	0	0	0.043828831133295	NA	1	0	"A0A0R4J0I1, P07759, Q03734"	"126"	"130"	"126"	"130"	-1.94598864222931
"3114"	-0.260953113345979	0.0274883058676451	0.000258972886900566	40	0	0	0.0577505254606058	NA	1	0	"A0A0R4J0I1, P07759, Q03734"	"126"	"131"	"126"	"131"	-1.77186364550191
"164"	0.0296165660314243	0.0253264663106179	0.000206887798848636	3	0	0	0.426182998039462	NA	1	0	"A0A0R4J0Z1, P08003"	"126"	"127"	"126"	"127"	0.287997890043205
"923"	-0.0183471635592273	0.02709108796026	3.44055492499352e-05	4	0	0	0.455622060133724	NA	1	0	"A0A0R4J0Z1, P08003"	"126"	"128"	"126"	"128"	-0.0520191478554613
"1682"	-0.0295068471995921	0.0262562753165481	0.000123437666347372	3	0	0	0.42775273260175	NA	1	0	"A0A0R4J0Z1, P08003"	"126"	"129"	"126"	"129"	-0.131130647475429
"2441"	0.523411284369896	0.135403454457402	0.00575759583966294	4	0	0	0.0774520095723612	NA	1	0	"A0A0R4J0Z1, P08003"	"126"	"130"	"126"	"130"	3.78853087387059
"3200"	0.0687798043794713	0.0158144529806827	4.43950109806504e-07	4	0	0	0.292212502191592	NA	1	0	"A0A0R4J0Z1, P08003"	"126"	"131"	"126"	"131"	0.565627849416043
"231"	-0.00358708280394274	0.0710995163387503	1.3536502002641e-08	2	0	0	0.49463332809215	NA	1	0	"A0A0R4J1B4, E9Q5K8, E9Q604, G5E8F1, P05555, Q3U1U4"	"126"	"127"	"126"	"127"	0.0526157289647752
"990"	-0.0455805860580339	0.0710257352350922	6.46258537742439e-09	2	0	0	0.432100128507168	NA	1	0	"A0A0R4J1B4, E9Q5K8, E9Q604, G5E8F1, P05555, Q3U1U4"	"126"	"128"	"126"	"128"	-0.245078105716235
"1749"	-0.00296255761433455	0.071012297747268	8.01409045360038e-09	2	0	0	0.495564923225751	NA	1	0	"A0A0R4J1B4, E9Q5K8, E9Q604, G5E8F1, P05555, Q3U1U4"	"126"	"129"	"126"	"129"	0.057043016143566
"2508"	0.0915179296930354	0.0710429607281345	7.84242482491949e-09	2	0	0	0.365665025026	NA	1	0	"A0A0R4J1B4, E9Q5K8, E9Q604, G5E8F1, P05555, Q3U1U4"	"126"	"130"	"126"	"130"	0.726819443198893
"3267"	0.0405251346594886	0.0712789352759859	1.37174557475137e-06	2	0	0	0.439676187790865	NA	1	0	"A0A0R4J1B4, E9Q5K8, E9Q604, G5E8F1, P05555, Q3U1U4"	"126"	"131"	"126"	"131"	0.365329224038376
"401"	-0.0141837407943797	0.117399766641882	Inf	1	0	0	0.483490146739766	NA	1	0	"A0A0R4J1G9, D3YTP0, E9QN92, Q8CI59"	"126"	"127"	"126"	"127"	-0.0225044564812677
"1160"	-0.0572884948440064	0.117380550821179	Inf	1	0	0	0.43360133371287	NA	1	0	"A0A0R4J1G9, D3YTP0, E9QN92, Q8CI59"	"126"	"128"	"126"	"128"	-0.328075998068835
"1919"	-0.0406913615577578	0.117379116102119	Inf	1	0	0	0.452728783276034	NA	1	0	"A0A0R4J1G9, D3YTP0, E9QN92, Q8CI59"	"126"	"129"	"126"	"129"	-0.210418173171508
"2678"	0.0554856767895657	0.117379725233126	Inf	1	0	0	0.435672116178503	NA	1	0	"A0A0R4J1G9, D3YTP0, E9QN92, Q8CI59"	"126"	"130"	"126"	"130"	0.471385180567213
"3437"	0.0511628631844099	0.11739617349542	Inf	1	0	0	0.440649225887587	NA	1	0	"A0A0R4J1G9, D3YTP0, E9QN92, Q8CI59"	"126"	"131"	"126"	"131"	0.440740560351949
"15"	-0.145199693000481	0.00657728644920349	3.09026967993083e-05	29	0	0	0.0366973812465211	NA	1	0	"A0A0R4J1N1, A6X935, E9PVD2, E9Q5L2"	"126"	"127"	"126"	"127"	-0.951282438652082
"774"	-0.149184009565166	0.00769433186258802	4.71885464955435e-05	29	0	0	0.0444963176458113	NA	1	0	"A0A0R4J1N1, A6X935, E9PVD2, E9Q5L2"	"126"	"128"	"126"	"128"	-0.979527438111814
"1533"	-0.125138673454251	0.00634566464892371	2.00501468569055e-05	28	0	0	0.058101070183452	NA	1	0	"A0A0R4J1N1, A6X935, E9PVD2, E9Q5L2"	"126"	"129"	"126"	"129"	-0.809068968149449
"2292"	-0.184143181931579	0.013924321069364	0.000121601307886887	31	0	0	0.0593188249586912	NA	1	0	"A0A0R4J1N1, A6X935, E9PVD2, E9Q5L2"	"126"	"130"	"126"	"130"	-1.22735458451732
"3051"	-0.0693441806088858	0.00759622600731378	4.06640714115085e-05	31	0	0	0.213123598469355	NA	1	0	"A0A0R4J1N1, A6X935, E9PVD2, E9Q5L2"	"126"	"131"	"126"	"131"	-0.413539297078226
"402"	-0.133950531654312	0.117603751116236	Inf	1	0	0	0.348045925721345	NA	1	0	"A0A0R4J1N1, E9PVD2"	"126"	"127"	"126"	"127"	-0.871536627548307
"1161"	-0.142211559847152	0.11754505875427	Inf	1	0	0	0.339146270256251	NA	1	0	"A0A0R4J1N1, E9PVD2"	"126"	"128"	"126"	"128"	-0.930099428233313
"1920"	-0.120856518636423	0.117540978620663	Inf	1	0	0	0.362226696777872	NA	1	0	"A0A0R4J1N1, E9PVD2"	"126"	"129"	"126"	"129"	-0.778712579907584
"2679"	-0.178309162165606	0.117582819732301	Inf	1	0	0	0.301532463362762	NA	1	0	"A0A0R4J1N1, E9PVD2"	"126"	"130"	"126"	"130"	-1.18599695580917
"3438"	-0.0700062174920379	0.117595005958885	Inf	1	0	0	0.419119465639196	NA	1	0	"A0A0R4J1N1, E9PVD2"	"126"	"131"	"126"	"131"	-0.418232506340938
"165"	-0.173534287634101	0.012561459007569	0.000122637507798495	27	0	0	0.06077069217602	NA	1	0	"A0A0R4J1N3, D3YXN8, E9QP56, P33622"	"126"	"127"	"126"	"127"	-1.15214765533992
"924"	-0.225805756814814	0.0194159072617256	0.000316768312542354	29	0	0	0.0525596020271847	NA	1	0	"A0A0R4J1N3, D3YXN8, E9QP56, P33622"	"126"	"128"	"126"	"128"	-1.52270245308236
"1683"	-0.157487178393874	0.010643292798343	9.81194004056224e-05	28	0	0	0.0634381519125632	NA	1	0	"A0A0R4J1N3, D3YXN8, E9QP56, P33622"	"126"	"129"	"126"	"129"	-1.03838897566123
"2442"	-0.342945892055089	0.0363094616332549	0.000902048025588535	25	0	0	0.0359489095714862	NA	1	0	"A0A0R4J1N3, D3YXN8, E9QP56, P33622"	"126"	"130"	"126"	"130"	-2.35311414423681
"3201"	-0.312670608495415	0.0270855263211901	0.00055764337865066	25	0	0	0.028726660259413	NA	1	0	"A0A0R4J1N3, D3YXN8, E9QP56, P33622"	"126"	"131"	"126"	"131"	-2.13849129640245
"232"	-0.203496667569484	0.0286757113031954	0.00015191874978552	11	0	0	0.114737670201035	NA	1	0	"A0A0R4J1N3, E9QP56, P33622"	"126"	"127"	"126"	"127"	-1.36455231529799
"991"	-0.255151554600227	0.0399098547132288	0.000391315312833834	11	0	0	0.1007662202733	NA	1	0	"A0A0R4J1N3, E9QP56, P33622"	"126"	"128"	"126"	"128"	-1.73073613442715
"1750"	-0.192347195432183	0.0293484677525463	0.000514074534979538	10	0	0	0.13076630858784	NA	1	0	"A0A0R4J1N3, E9QP56, P33622"	"126"	"129"	"126"	"129"	-1.28551320548285
"2509"	-0.54120842575574	0.240977591789851	0.0384662454371252	11	0	0	0.135123491236757	NA	1	0	"A0A0R4J1N3, E9QP56, P33622"	"126"	"130"	"126"	"130"	-3.75860616936737
"3268"	-0.451995076932926	0.155530767342266	0.0156933575746646	11	0	0	0.125875232159437	NA	1	0	"A0A0R4J1N3, E9QP56, P33622"	"126"	"131"	"126"	"131"	-3.12616872410111
"233"	-0.0428783388712172	0.0700228171968292	2.18558197319269e-09	2	0	0	0.435637775541843	NA	1	0	"A0A0R4J1N7, B7ZW98, D3YTV8, D3Z5M4, D6RJ51, E9QNT8, G3UY11, G5E8J2, G8JL84, Q02357, Q0VGY9"	"126"	"127"	"126"	"127"	-0.225921753781699
"992"	-0.0616799639332672	0.0699835982181058	6.49690813734724e-10	2	0	0	0.407820264610531	NA	1	0	"A0A0R4J1N7, B7ZW98, D3YTV8, D3Z5M4, D6RJ51, E9QNT8, G3UY11, G5E8J2, G8JL84, Q02357, Q0VGY9"	"126"	"128"	"126"	"128"	-0.359207320101079
"1751"	-0.115888730124223	0.0699930772027298	1.79111730146853e-09	2	0	0	0.330678683930463	NA	1	0	"A0A0R4J1N7, B7ZW98, D3YTV8, D3Z5M4, D6RJ51, E9QNT8, G3UY11, G5E8J2, G8JL84, Q02357, Q0VGY9"	"126"	"129"	"126"	"129"	-0.743495703546193
"2510"	0.142935328167092	0.0699798757249605	2.64205396050869e-08	2	0	0	0.294487344853615	NA	1	0	"A0A0R4J1N7, B7ZW98, D3YTV8, D3Z5M4, D6RJ51, E9QNT8, G3UY11, G5E8J2, G8JL84, Q02357, Q0VGY9"	"126"	"130"	"126"	"130"	1.09131969526044
"3269"	0.159059802719402	0.0699999609038713	4.01534384273764e-08	2	0	0	0.27385681766177	NA	1	0	"A0A0R4J1N7, B7ZW98, D3YTV8, D3Z5M4, D6RJ51, E9QNT8, G3UY11, G5E8J2, G8JL84, Q02357, Q0VGY9"	"126"	"131"	"126"	"131"	1.20562682111867
"403"	-0.0953563559881454	0.117322504774862	Inf	1	0	0	0.390355180865324	NA	1	0	"A0A0R4J1N7, B7ZW98, D3YTV8, D3Z5M4, E9QNT8, F7D1P5, G5E8J2, G8JL84, Q02357, Q0VGY9"	"126"	"127"	"126"	"127"	-0.597940779140628
"1162"	-0.100510430982947	0.11730012620041	Inf	1	0	0	0.384581932579961	NA	1	0	"A0A0R4J1N7, B7ZW98, D3YTV8, D3Z5M4, E9QNT8, F7D1P5, G5E8J2, G8JL84, Q02357, Q0VGY9"	"126"	"128"	"126"	"128"	-0.634478248761873
"1921"	-0.100171697640688	0.117300041146839	Inf	1	0	0	0.38495988191669	NA	1	0	"A0A0R4J1N7, B7ZW98, D3YTV8, D3Z5M4, E9QNT8, F7D1P5, G5E8J2, G8JL84, Q02357, Q0VGY9"	"126"	"129"	"126"	"129"	-0.63207695285233
"2680"	-0.139236671195603	0.117314603293116	Inf	1	0	0	0.342181768779842	NA	1	0	"A0A0R4J1N7, B7ZW98, D3YTV8, D3Z5M4, E9QNT8, F7D1P5, G5E8J2, G8JL84, Q02357, Q0VGY9"	"126"	"130"	"126"	"130"	-0.90901030868379
"3439"	-0.121070751990408	0.117336776829941	Inf	1	0	0	0.361877329660967	NA	1	0	"A0A0R4J1N7, B7ZW98, D3YTV8, D3Z5M4, E9QNT8, F7D1P5, G5E8J2, G8JL84, Q02357, Q0VGY9"	"126"	"131"	"126"	"131"	-0.780231289796556
"166"	-0.065524892345845	0.0193184747576622	4.6534468669951e-08	3	0	0	0.318665808755844	NA	1	0	"A0A0U1RNN5, P15702"	"126"	"127"	"126"	"127"	-0.386464190676713
"925"	-0.139782666606293	0.0193037069075236	4.43623986050556e-06	3	0	0	0.157188294695061	NA	1	0	"A0A0U1RNN5, P15702"	"126"	"128"	"126"	"128"	-0.912880894725232
"1684"	-0.118052369494101	0.0193018466864915	5.97514310247525e-06	3	0	0	0.197740694344272	NA	1	0	"A0A0U1RNN5, P15702"	"126"	"129"	"126"	"129"	-0.7588338404239
"2443"	0.101437889092315	0.0192951757700446	4.86709237721394e-06	3	0	0	0.232616499584619	NA	1	0	"A0A0U1RNN5, P15702"	"126"	"130"	"126"	"130"	0.797142481874257
"3202"	0.104557123010424	0.0193055599954362	1.15385796548874e-05	3	0	0	0.225872132516214	NA	1	0	"A0A0U1RNN5, P15702"	"126"	"131"	"126"	"131"	0.81925487151535
"404"	-0.34114792617273	0.117121987155553	Inf	1	0	0	0.159422168778476	NA	1	0	"A0A0U1RNW8, A0A0U1RPC1, E9PUW0, P40645, Q8BSS6"	"126"	"127"	"126"	"127"	-2.34036828317096
"1163"	-0.353236137908841	0.117118638235629	Inf	1	0	0	0.150995748528552	NA	1	0	"A0A0U1RNW8, A0A0U1RPC1, E9PUW0, P40645, Q8BSS6"	"126"	"128"	"126"	"128"	-2.42606216025439
"1922"	-0.333725544020774	0.117118412776016	Inf	1	0	0	0.164739903305286	NA	1	0	"A0A0U1RNW8, A0A0U1RPC1, E9PUW0, P40645, Q8BSS6"	"126"	"129"	"126"	"129"	-2.28775068201694
"2681"	-0.724911195028801	0.117138340366031	Inf	1	0	0	0.0170856096988656	NA	1	0	"A0A0U1RNW8, A0A0U1RPC1, E9PUW0, P40645, Q8BSS6"	"126"	"130"	"126"	"130"	-5.0608833691409
"3440"	-0.709993371484757	0.117155117360191	Inf	1	0	0	0.019025264531048	NA	1	0	"A0A0U1RNW8, A0A0U1RPC1, E9PUW0, P40645, Q8BSS6"	"126"	"131"	"126"	"131"	-4.95513024659121
"405"	-0.0106231463921036	0.117342313238755	Inf	1	0	0	0.487630096781212	NA	1	0	"A0A0U1RPF4, F6VHS4, Q5M9M1, Q80T19"	"126"	"127"	"126"	"127"	0.00273675749756455
"1164"	-0.0388476785965892	0.117326113793178	Inf	1	0	0	0.454851060609561	NA	1	0	"A0A0U1RPF4, F6VHS4, Q5M9M1, Q80T19"	"126"	"128"	"126"	"128"	-0.197348221676265
"1923"	-0.0352563378759854	0.117325835395669	Inf	1	0	0	0.459009414356914	NA	1	0	"A0A0U1RPF4, F6VHS4, Q5M9M1, Q80T19"	"126"	"129"	"126"	"129"	-0.171889045662926
"2682"	0.0622399299770393	0.117326218183056	Inf	1	0	0	0.427906352347404	NA	1	0	"A0A0U1RPF4, F6VHS4, Q5M9M1, Q80T19"	"126"	"130"	"126"	"130"	0.519266385419765
"3441"	0.101570345479061	0.117334184935313	Inf	1	0	0	0.383416326320182	NA	1	0	"A0A0U1RPF4, F6VHS4, Q5M9M1, Q80T19"	"126"	"131"	"126"	"131"	0.798081471161715
"406"	0.000733770172315499	0.0699344647115764	2.97158171673029e-10	2	0	0	0.498893060373341	NA	1	0	"A0A0U1RPN8, A0A0U1RPT5, A6ZI44, A6ZI47, D3YV98, D3YWI1, D3Z510, P05064"	"126"	"127"	"126"	"127"	0.083246450193537
"1165"	-0.00603429350609199	0.0699104302163098	3.68728953580767e-10	2	0	0	0.49089609305738	NA	1	0	"A0A0U1RPN8, A0A0U1RPT5, A6ZI44, A6ZI47, D3YV98, D3YWI1, D3Z510, P05064"	"126"	"128"	"126"	"128"	0.0352673421491494
"1924"	-0.0456989863242404	0.0699161163295316	2.24691649864611e-09	2	0	0	0.431392717091308	NA	1	0	"A0A0U1RPN8, A0A0U1RPT5, A6ZI44, A6ZI47, D3YV98, D3YWI1, D3Z510, P05064"	"126"	"129"	"126"	"129"	-0.245917450532527
"2683"	0.0329476374277384	0.0699114149694294	3.50498905936504e-11	2	0	0	0.450416458198298	NA	1	0	"A0A0U1RPN8, A0A0U1RPT5, A6ZI44, A6ZI47, D3YV98, D3YWI1, D3Z510, P05064"	"126"	"130"	"126"	"130"	0.311612005102024
"3442"	0.0287165241786359	0.0699262408484189	7.7863592359247e-10	2	0	0	0.456761669818787	NA	1	0	"A0A0U1RPN8, A0A0U1RPT5, A6ZI44, A6ZI47, D3YV98, D3YWI1, D3Z510, P05064"	"126"	"131"	"126"	"131"	0.281617452838222
"407"	0.14198590150859	0.118073273500229	Inf	1	0	0	0.339726869681537	NA	1	0	"A0A0U1RPN8, A6ZI44, D3YWI1, P05064"	"126"	"127"	"126"	"127"	1.08458916694496
"1166"	0.172572415212581	0.118030601330212	Inf	1	0	0	0.307723825646161	NA	1	0	"A0A0U1RPN8, A6ZI44, D3YWI1, P05064"	"126"	"128"	"126"	"128"	1.30141833928073
