"lratio"	"variance"	"var_hat_vk"	"n.spectra"	"n.na1"	"n.na2"	"p.value.rat"	"p.value.sample"	"p.value"	"is.significant"	"ac"	"r1"	"r2"	"class1"	"class2"	"zscore"
"362"	0.0970201389947993	0.118261264506823	Inf	1	0	0	0.388924065954908	NA	1	0	"A0A075B5K0"	"126"	"127"	"126"	"127"	0.523051245457128
"1225"	-0.0499548457909507	0.119091939958531	Inf	1	0	0	0.442451779478102	NA	1	0	"A0A075B5K0"	"126"	"128"	"126"	"128"	-0.351825132903968
"2088"	0.0292767113844494	0.118288730383204	Inf	1	0	0	0.466081515548692	NA	1	0	"A0A075B5K0"	"126"	"129"	"126"	"129"	0.119804906007557
"2951"	0.0448942581147174	0.117453879316287	Inf	1	0	0	0.447889345370938	NA	1	0	"A0A075B5K0"	"126"	"130"	"126"	"130"	0.212769179772781
"3814"	-0.102995882616453	0.118361806444834	Inf	1	0	0	0.382327351317132	NA	1	0	"A0A075B5K0"	"126"	"131"	"126"	"131"	-0.667554712805323
"234"	0.0550363816551684	0.0696996839216578	1.18218929646271e-11	2	0	0	0.417432706913439	NA	1	0	"A0A075B5K3, A0A0G2JFA8"	"126"	"127"	"126"	"127"	0.273140707110546
"1097"	-0.10393822465187	0.0697529072027545	8.36478088078619e-11	2	0	0	0.34695858456348	NA	1	0	"A0A075B5K3, A0A0G2JFA8"	"126"	"128"	"126"	"128"	-0.673164053662372
"1960"	-0.0964664820971189	0.0697437250408404	2.22527838516355e-13	2	0	0	0.35745183800955	NA	1	0	"A0A075B5K3, A0A0G2JFA8"	"126"	"129"	"126"	"129"	-0.628688110522281
"2823"	-0.234191041503039	0.0696631682716462	4.42405827971363e-12	2	0	0	0.187459700541743	NA	1	0	"A0A075B5K3, A0A0G2JFA8"	"126"	"130"	"126"	"130"	-1.44850084205666
"3686"	-0.141364130445061	0.069698920402259	1.80491539463706e-10	2	0	0	0.296166260146144	NA	1	0	"A0A075B5K3, A0A0G2JFA8"	"126"	"131"	"126"	"131"	-0.895943739368491
"363"	-0.248087215223273	0.117338141490039	Inf	1	0	0	0.23445803872871	NA	1	0	"A0A075B5K6, A0A0B4J1H6, P01629, P01630, P03976"	"126"	"127"	"126"	"127"	-1.53121855184351
"1226"	-0.203603575316552	0.11729985594472	Inf	1	0	0	0.276095826538168	NA	1	0	"A0A075B5K6, A0A0B4J1H6, P01629, P01630, P03976"	"126"	"128"	"126"	"128"	-1.26642733016288
"2089"	-0.177179073874856	0.117241225847273	Inf	1	0	0	0.302419426784884	NA	1	0	"A0A075B5K6, A0A0B4J1H6, P01629, P01630, P03976"	"126"	"129"	"126"	"129"	-1.10913408631592
"2952"	-0.312190068746428	0.11714517709776	Inf	1	0	0	0.180850068148971	NA	1	0	"A0A075B5K6, A0A0B4J1H6, P01629, P01630, P03976"	"126"	"130"	"126"	"130"	-1.91279418129299
"3815"	-0.261589721091241	0.117228277607851	Inf	1	0	0	0.222427790315914	NA	1	0	"A0A075B5K6, A0A0B4J1H6, P01629, P01630, P03976"	"126"	"131"	"126"	"131"	-1.61159293289745
"364"	-0.472033933718618	0.419598668842396	1.06818004041709e-08	2	0	0	0.233088797969404	NA	1	0	"A0A075B5K8, A0A075B5N0, A0A0B4J1I0, A0A0G2JDE5, A0A140T8M0, A0A140T8M9, A0A140T8N1, F6XWB2, P01631"	"126"	"127"	"126"	"127"	-2.86427325029214
"1227"	-0.278673560648923	0.0696373220122697	6.37820346973084e-13	2	0	0	0.145478098775238	NA	1	0	"A0A075B5K8, A0A075B5N0, A0A0B4J1I0, A0A0G2JDE5, A0A140T8M0, A0A140T8M9, A0A140T8N1, F6XWB2, P01631"	"126"	"128"	"126"	"128"	-1.71328539234907
"2090"	-0.533206891296943	0.14795341363891	4.82285730077722e-11	2	0	0	0.0828393330281758	NA	1	0	"A0A075B5K8, A0A075B5N0, A0A0B4J1I0, A0A0G2JDE5, A0A140T8M0, A0A140T8M9, A0A140T8N1, F6XWB2, P01631"	"126"	"129"	"126"	"129"	-3.22840851901
"2953"	-0.650311810799822	0.0696347318530365	4.11323548201259e-13	2	0	0	0.00686241568401548	NA	1	0	"A0A075B5K8, A0A075B5N0, A0A0B4J1I0, A0A0G2JDE5, A0A140T8M0, A0A140T8M9, A0A140T8N1, F6XWB2, P01631"	"126"	"130"	"126"	"130"	-3.92548175233806
"3816"	-0.623768544880485	0.114386989560843	3.74224958431323e-12	2	0	0	0.0325686057416968	NA	1	0	"A0A075B5K8, A0A075B5N0, A0A0B4J1I0, A0A0G2JDE5, A0A140T8M0, A0A140T8M9, A0A140T8N1, F6XWB2, P01631"	"126"	"131"	"126"	"131"	-3.76748155665009
"365"	0.180141313130839	0.123040869553648	Inf	1	0	0	0.303780885069481	NA	1	0	"A0A075B5K9, A0A0G2JGF9"	"126"	"127"	"126"	"127"	1.01783443525822
"1228"	-0.0699787153665943	0.13080437418361	Inf	1	0	0	0.423288262611792	NA	1	0	"A0A075B5K9, A0A0G2JGF9"	"126"	"128"	"126"	"128"	-0.471018276694057
"2091"	NA	Inf	NA	0	0	0	NA	NA	1	0	"A0A075B5K9, A0A0G2JGF9"	"126"	"129"	"126"	"129"	NA
"2954"	-0.0860217186576913	0.119755081002971	Inf	1	0	0	0.401843956808148	NA	1	0	"A0A075B5K9, A0A0G2JGF9"	"126"	"130"	"126"	"130"	-0.566515103162931
"3817"	-0.164363536671886	0.126518564849074	Inf	1	0	0	0.322007711867278	NA	1	0	"A0A075B5K9, A0A0G2JGF9"	"126"	"131"	"126"	"131"	-1.03284892261115
"235"	-0.149253423362197	1.74928990550896	0.480726396842119	2	0	0	0.455075578851765	NA	1	0	"A0A075B5L0, A0A075B5L1, A0A0G2JFY3, A0A140T8M1, P01643, P01644, P01645, P01647"	"126"	"127"	"126"	"127"	-0.942905173147412
"1098"	-0.0864515396995104	0.0853862791881441	7.52173448607874e-08	2	0	0	0.383670467712394	NA	1	0	"A0A075B5L0, A0A075B5L1, A0A0G2JFY3, A0A140T8M1, P01643, P01644, P01645, P01647"	"126"	"128"	"126"	"128"	-0.569073635670747
"1961"	-0.0245867167501145	0.0699933049405827	3.35759250537297e-11	2	0	0	0.462978196370559	NA	1	0	"A0A075B5L0, A0A075B5L1, A0A0G2JFY3, A0A140T8M1, P01643, P01644, P01645, P01647"	"126"	"129"	"126"	"129"	-0.200820001701563
"2824"	-0.140491814882638	0.0697604103676422	2.41674951246244e-12	2	0	0	0.297390621943653	NA	1	0	"A0A075B5L0, A0A075B5L1, A0A0G2JFY3, A0A140T8M1, P01643, P01644, P01645, P01647"	"126"	"130"	"126"	"130"	-0.890751234799411
"3687"	-0.108115076863065	0.0911073558088434	1.79407656099364e-08	2	0	0	0.360101773813077	NA	1	0	"A0A075B5L0, A0A075B5L1, A0A0G2JFY3, A0A140T8M1, P01643, P01644, P01645, P01647"	"126"	"131"	"126"	"131"	-0.698026987588214
"366"	-0.205877231397978	0.117200153214786	Inf	1	0	0	0.273795648751429	NA	1	0	"A0A075B5L2, A0A075B5L3, A0A075B5L5, A0A075B5L8, A0A075B5M2, A0A075B5M3, A0A075B5M4, A0A0A6YYE5, A0A0A6YYE7, A0A0B4J1I3, A0A0B4J1I4, A0A0B4J1I5, A0A0B4J1I7, A0A0B4J1I8, A0A0G2JEH0, A0A0G2JES9, A0A0G2JGE7, A0A0G2JGI6, A0A0G2JH00, A0N8I8, J3QMZ0, L7N239, P01675, P01676, P01677, P01678, P01679, P01680, P04940, P04941, P04943, P04944"	"126"	"127"	"126"	"127"	-1.27996138836371
"1229"	0.0319315110743759	0.117142922998648	Inf	1	0	0	0.462834339827091	NA	1	0	"A0A075B5L2, A0A075B5L3, A0A075B5L5, A0A075B5L8, A0A075B5M2, A0A075B5M3, A0A075B5M4, A0A0A6YYE5, A0A0A6YYE7, A0A0B4J1I3, A0A0B4J1I4, A0A0B4J1I5, A0A0B4J1I7, A0A0B4J1I8, A0A0G2JEH0, A0A0G2JES9, A0A0G2JGE7, A0A0G2JGI6, A0A0G2JH00, A0N8I8, J3QMZ0, L7N239, P01675, P01676, P01677, P01678, P01679, P01680, P04940, P04941, P04943, P04944"	"126"	"128"	"126"	"128"	0.135607741717204
"2092"	-0.102529082392698	0.117154898426293	Inf	1	0	0	0.382260866185484	NA	1	0	"A0A075B5L2, A0A075B5L3, A0A075B5L5, A0A075B5L8, A0A075B5M2, A0A075B5M3, A0A075B5M4, A0A0A6YYE5, A0A0A6YYE7, A0A0B4J1I3, A0A0B4J1I4, A0A0B4J1I5, A0A0B4J1I7, A0A0B4J1I8, A0A0G2JEH0, A0A0G2JES9, A0A0G2JGE7, A0A0G2JGI6, A0A0G2JH00, A0N8I8, J3QMZ0, L7N239, P01675, P01676, P01677, P01678, P01679, P01680, P04940, P04941, P04943, P04944"	"126"	"129"	"126"	"129"	-0.664776059759212
"2955"	-0.00441975979872833	0.117116514070816	Inf	1	0	0	0.49484786075867	NA	1	0	"A0A075B5L2, A0A075B5L3, A0A075B5L5, A0A075B5L8, A0A075B5M2, A0A075B5M3, A0A075B5M4, A0A0A6YYE5, A0A0A6YYE7, A0A0B4J1I3, A0A0B4J1I4, A0A0B4J1I5, A0A0B4J1I7, A0A0B4J1I8, A0A0G2JEH0, A0A0G2JES9, A0A0G2JGE7, A0A0G2JGI6, A0A0G2JH00, A0N8I8, J3QMZ0, L7N239, P01675, P01676, P01677, P01678, P01679, P01680, P04940, P04941, P04943, P04944"	"126"	"130"	"126"	"130"	-0.0807751227317678
"3818"	-0.126543555479347	0.117141679096546	Inf	1	0	0	0.355791958994137	NA	1	0	"A0A075B5L2, A0A075B5L3, A0A075B5L5, A0A075B5L8, A0A075B5M2, A0A075B5M3, A0A075B5M4, A0A0A6YYE5, A0A0A6YYE7, A0A0B4J1I3, A0A0B4J1I4, A0A0B4J1I5, A0A0B4J1I7, A0A0B4J1I8, A0A0G2JEH0, A0A0G2JES9, A0A0G2JGE7, A0A0G2JGI6, A0A0G2JH00, A0N8I8, J3QMZ0, L7N239, P01675, P01676, P01677, P01678, P01679, P01680, P04940, P04941, P04943, P04944"	"126"	"131"	"126"	"131"	-0.807723482226539
"236"	0.111546251410855	0.0697433586408394	6.61862402725338e-10	2	0	0	0.336373763999651	NA	1	0	"A0A075B5L5, A0A0G2JGE7, P01675, P01676, P01677, P01678, P01679"	"126"	"127"	"126"	"127"	0.60951869868225
"1099"	0.241796266431839	0.06976476184125	8.40055163727721e-09	2	0	0	0.179979432420213	NA	1	0	"A0A075B5L5, A0A0G2JGE7, P01675, P01676, P01677, P01678, P01679"	"126"	"128"	"126"	"128"	1.38483880903402
"1962"	-0.00548571063899246	0.0698195327270997	7.94088904059152e-11	2	0	0	0.491718227510123	NA	1	0	"A0A075B5L5, A0A0G2JGE7, P01675, P01676, P01677, P01678, P01679"	"126"	"129"	"126"	"129"	-0.0871202515439986
"2825"	-0.0236655264713334	0.0696827436087012	4.52478946370917e-12	2	0	0	0.464282408011223	NA	1	0	"A0A075B5L5, A0A0G2JGE7, P01675, P01676, P01677, P01678, P01679"	"126"	"130"	"126"	"130"	-0.195336567795744
"3688"	0.333242165040776	0.0696776182100725	1.54307873134072e-10	2	0	0	0.10339391758991	NA	1	0	"A0A075B5L5, A0A0G2JGE7, P01675, P01676, P01677, P01678, P01679"	"126"	"131"	"126"	"131"	1.92917536200313
"367"	0.0515842134529976	0.0698181470082345	1.05334249961466e-10	2	0	0	0.422608892955511	NA	1	0	"A0A075B5L8, A0A075B5M4, A0A0A6YYE5, A0A0A6YYE7, A0A0B4J1I3"	"126"	"127"	"126"	"127"	0.252591493115993
"1230"	-0.0584261405871808	0.0699114238244876	2.29368029810347e-12	2	0	0	0.412557933672362	NA	1	0	"A0A075B5L8, A0A075B5M4, A0A0A6YYE5, A0A0A6YYE7, A0A0B4J1I3"	"126"	"128"	"126"	"128"	-0.402250963681626
"2093"	0.0260098216694575	0.0698178674442797	5.18369198813646e-10	2	0	0	0.460793033351509	NA	1	0	"A0A075B5L8, A0A075B5M4, A0A0A6YYE5, A0A0A6YYE7, A0A0B4J1I3"	"126"	"129"	"126"	"129"	0.100358572017296
"2956"	-0.0627480581672177	0.0696891794375353	6.80908108855667e-15	2	0	0	0.406059347054678	NA	1	0	"A0A075B5L8, A0A075B5M4, A0A0A6YYE5, A0A0A6YYE7, A0A0B4J1I3"	"126"	"130"	"126"	"130"	-0.427977406895821
"3819"	-0.0878622477442876	0.0697959875385096	1.1117858844955e-12	2	0	0	0.36972828662611	NA	1	0	"A0A075B5L8, A0A075B5M4, A0A0A6YYE5, A0A0A6YYE7, A0A0B4J1I3"	"126"	"131"	"126"	"131"	-0.577470949995621
"368"	-0.950668564729577	0.129973299668536	Inf	1	0	0	0.00418274561720489	NA	1	0	"A0A075B5M7, A0A0B4J1J1, A0A0B4J1J2, A0A0G2JDV4"	"126"	"127"	"126"	"127"	-5.7133712321527
"1231"	-0.293565593988495	0.117958864574341	Inf	1	0	0	0.196344371319455	NA	1	0	"A0A075B5M7, A0A0B4J1J1, A0A0B4J1J2, A0A0G2JDV4"	"126"	"128"	"126"	"128"	-1.80193100924469
"2094"	-0.291867521576839	0.117758454873004	Inf	1	0	0	0.197515198464071	NA	1	0	"A0A075B5M7, A0A0B4J1J1, A0A0B4J1J2, A0A0G2JDV4"	"126"	"129"	"126"	"129"	-1.79182314331179
"2957"	-0.191806040339814	0.117190455001762	Inf	1	0	0	0.287639377019337	NA	1	0	"A0A075B5M7, A0A0B4J1J1, A0A0B4J1J2, A0A0G2JDV4"	"126"	"130"	"126"	"130"	-1.19620187860673
"3820"	-0.175832557050784	0.1173690146024	Inf	1	0	0	0.30389087036554	NA	1	0	"A0A075B5M7, A0A0B4J1J1, A0A0B4J1J2, A0A0G2JDV4"	"126"	"131"	"126"	"131"	-1.10111887363082
"369"	0.0847089347167778	0.117229618416231	Inf	1	0	0	0.402296945774336	NA	1	0	"A0A075B5M7, A0A0G2JDV4"	"126"	"127"	"126"	"127"	0.449768150189453
"1232"	0.127150296546042	0.117213278573414	Inf	1	0	0	0.355173929687649	NA	1	0	"A0A075B5M7, A0A0G2JDV4"	"126"	"128"	"126"	"128"	0.702402603487929
"2095"	0.0600183023104162	0.117215823809179	Inf	1	0	0	0.430420581258517	NA	1	0	"A0A075B5M7, A0A0G2JDV4"	"126"	"129"	"126"	"129"	0.302795853573049
"2958"	0.0211897389921036	0.117144163487873	Inf	1	0	0	0.475316997926067	NA	1	0	"A0A075B5M7, A0A0G2JDV4"	"126"	"130"	"126"	"130"	0.0716667746865351
"3821"	0.0680238858789401	0.117181700073762	Inf	1	0	0	0.421242685723662	NA	1	0	"A0A075B5M7, A0A0G2JDV4"	"126"	"131"	"126"	"131"	0.350449513611233
"370"	-0.158154410279283	0.117283358324537	Inf	1	0	0	0.322108874308414	NA	1	0	"A0A075B5N3, A0A0G2JE47"	"126"	"127"	"126"	"127"	-0.995888769024025
"1233"	-0.154826592064798	0.117282259904748	Inf	1	0	0	0.325600389872481	NA	1	0	"A0A075B5N3, A0A0G2JE47"	"126"	"128"	"126"	"128"	-0.97607975491474
"2096"	-0.205849741106587	0.117275374291379	Inf	1	0	0	0.273886607205061	NA	1	0	"A0A075B5N3, A0A0G2JE47"	"126"	"129"	"126"	"129"	-1.27979775094876
"2959"	-0.0660946004529386	0.1171308065537	Inf	1	0	0	0.423431944312133	NA	1	0	"A0A075B5N3, A0A0G2JE47"	"126"	"130"	"126"	"130"	-0.447897877030462
"3822"	-0.0243799396068649	0.11716271148367	Inf	1	0	0	0.471608986041997	NA	1	0	"A0A075B5N3, A0A0G2JE47"	"126"	"131"	"126"	"131"	-0.199589149808789
"371"	-1.017836635116	0.123032352976828	Inf	1	0	0	0.00185508958725805	NA	1	0	"A0A075B5N3, A0A0G2JE47, A0A0G2JFN8, A0A140T8M4"	"126"	"127"	"126"	"127"	-6.11319272726521
"1234"	-0.755384880077483	0.119087138265208	Inf	1	0	0	0.0143002341317923	NA	1	0	"A0A075B5N3, A0A0G2JE47, A0A0G2JFN8, A0A140T8M4"	"126"	"128"	"126"	"128"	-4.55093476018785
"2097"	NA	Inf	NA	0	0	0	NA	NA	1	0	"A0A075B5N3, A0A0G2JE47, A0A0G2JFN8, A0A140T8M4"	"126"	"129"	"126"	"129"	NA
"2960"	-0.850466940066716	0.117368668171223	Inf	1	0	0	0.00652403121841458	NA	1	0	"A0A075B5N3, A0A0G2JE47, A0A0G2JFN8, A0A140T8M4"	"126"	"130"	"126"	"130"	-5.11691575628562
"3823"	-0.648396508626712	0.117689880178366	Inf	1	0	0	0.0293762727550726	NA	1	0	"A0A075B5N3, A0A0G2JE47, A0A0G2JFN8, A0A140T8M4"	"126"	"131"	"126"	"131"	-3.91408081474912
"372"	-1.00835957348776	0.118161446345392	Inf	1	0	0	0.00167613064093021	NA	1	0	"A0A075B5N4, A0A0G2JF28, A0A0G2JFN8, A0A140T8M3, A0A140T8M4, A0A140T8N5, A0A140T8N7, A0A140T8P7"	"126"	"127"	"126"	"127"	-6.05678001617084
"1235"	-0.538755187084227	0.117238562356559	Inf	1	0	0	0.0578059555976412	NA	1	0	"A0A075B5N4, A0A0G2JF28, A0A0G2JFN8, A0A140T8M3, A0A140T8M4, A0A140T8N5, A0A140T8N7, A0A140T8P7"	"126"	"128"	"126"	"128"	-3.26143504343203
"2098"	-0.440884670874017	0.11717220275754	Inf	1	0	0	0.0988746133354658	NA	1	0	"A0A075B5N4, A0A0G2JF28, A0A0G2JFN8, A0A140T8M3, A0A140T8M4, A0A140T8N5, A0A140T8N7, A0A140T8P7"	"126"	"129"	"126"	"129"	-2.67885561404725
"2961"	-0.546079694417669	0.117120792031172	Inf	1	0	0	0.0552829079744944	NA	1	0	"A0A075B5N4, A0A0G2JF28, A0A0G2JFN8, A0A140T8M3, A0A140T8M4, A0A140T8N5, A0A140T8N7, A0A140T8P7"	"126"	"130"	"126"	"130"	-3.30503456112208
"3824"	-0.58599571819504	0.117183496970235	Inf	1	0	0	0.0434637892372268	NA	1	0	"A0A075B5N4, A0A0G2JF28, A0A0G2JFN8, A0A140T8M3, A0A140T8M4, A0A140T8N5, A0A140T8N7, A0A140T8P7"	"126"	"131"	"126"	"131"	-3.5426368059655
"373"	-0.84147615705669	0.119505847050918	Inf	1	0	0	0.00746341545990642	NA	1	0	"A0A075B5N4, A0A0G2JF28, A0A140T8M3, A0A140T8P5, A0A140T8P7"	"126"	"127"	"126"	"127"	-5.06339764441162
"1236"	-0.353533205536949	0.11739697339584	Inf	1	0	0	0.151079437975906	NA	1	0	"A0A075B5N4, A0A0G2JF28, A0A140T8M3, A0A140T8P5, A0A140T8P7"	"126"	"128"	"126"	"128"	-2.15889139190406
"2099"	-0.389000082554169	0.117366476514418	Inf	1	0	0	0.128088129781961	NA	1	0	"A0A075B5N4, A0A0G2JF28, A0A140T8M3, A0A140T8P5, A0A140T8P7"	"126"	"129"	"126"	"129"	-2.37000985510265
"2962"	-0.365223649243603	0.117142563988671	Inf	1	0	0	0.142965332952321	NA	1	0	"A0A075B5N4, A0A0G2JF28, A0A140T8M3, A0A140T8P5, A0A140T8P7"	"126"	"130"	"126"	"130"	-2.22847937700521
"3825"	-0.38072906118362	0.117263633202513	Inf	1	0	0	0.133107845399118	NA	1	0	"A0A075B5N4, A0A0G2JF28, A0A140T8M3, A0A140T8P5, A0A140T8P7"	"126"	"131"	"126"	"131"	-2.32077616249462
"374"	-0.281520217650306	0.117824042398006	Inf	1	0	0	0.206065655457194	NA	1	0	"A0A075B5N7, A0A0G2JGY3, A0A140T8M5, A0A140T8P1"	"126"	"127"	"126"	"127"	-1.73023026886283
"1237"	-0.190728177581689	0.117600893688508	Inf	1	0	0	0.289046452292329	NA	1	0	"A0A075B5N7, A0A0G2JGY3, A0A140T8M5, A0A140T8P1"	"126"	"128"	"126"	"128"	-1.18978584347277
"2100"	-0.106589877393841	0.117380971410517	Inf	1	0	0	0.377857644052082	NA	1	0	"A0A075B5N7, A0A0G2JGY3, A0A140T8M5, A0A140T8P1"	"126"	"129"	"126"	"129"	-0.688948156997703
"2963"	-0.232268104339837	0.117189189512676	Inf	1	0	0	0.248729368068771	NA	1	0	"A0A075B5N7, A0A0G2JGY3, A0A140T8M5, A0A140T8P1"	"126"	"130"	"126"	"130"	-1.43705445678497
"3826"	-0.178875530859766	0.117343394764864	Inf	1	0	0	0.30077192833026	NA	1	0	"A0A075B5N7, A0A0G2JGY3, A0A140T8M5, A0A140T8P1"	"126"	"131"	"126"	"131"	-1.11923233633558
"375"	0.0470062822535526	0.137583230335259	Inf	1	0	0	0.449577775798529	NA	1	0	"A0A075B5N8, A0A0G2JGN0, A0A140T8P0, P01661, P01662, P01663, P01670, P01671, P01672"	"126"	"127"	"126"	"127"	0.225341115277921
"1238"	-0.188019249247918	0.0814404462839161	3.63621142031124e-11	2	0	0	0.254998146853064	NA	1	0	"A0A075B5N8, A0A0G2JGN0, A0A140T8P0, P01661, P01662, P01663, P01670, P01671, P01672"	"126"	"128"	"126"	"128"	-1.17366080414486
"2101"	-0.124709333885633	0.077349211600624	1.83849950071523e-10	2	0	0	0.326930255678114	NA	1	0	"A0A075B5N8, A0A0G2JGN0, A0A140T8P0, P01661, P01662, P01663, P01670, P01671, P01672"	"126"	"129"	"126"	"129"	-0.796805181079173
"2964"	-0.0250846955641174	0.071349168697451	1.81745838166471e-08	2	0	0	0.462590107291882	NA	1	0	"A0A075B5N8, A0A0G2JGN0, A0A140T8P0, P01661, P01662, P01663, P01670, P01671, P01672"	"126"	"130"	"126"	"130"	-0.203784246956839
"3827"	-0.276512635871015	0.0760599702401474	2.8362551310903e-06	2	0	0	0.158021818570741	NA	1	0	"A0A075B5N8, A0A0G2JGN0, A0A140T8P0, P01661, P01662, P01663, P01670, P01671, P01672"	"126"	"131"	"126"	"131"	-1.70042237320086
"376"	0.00911633653705479	0.117553044097388	Inf	1	0	0	0.489393739135073	NA	1	0	"A0A075B5N8, A0A0G2JGN0, P01661, P01662, P01663"	"126"	"127"	"126"	"127"	-0.000200792639746449
"1239"	0.245477377103263	0.117307840336983	Inf	1	0	0	0.236774240381621	NA	1	0	"A0A075B5N8, A0A0G2JGN0, P01661, P01662, P01663"	"126"	"128"	"126"	"128"	1.4067508151979
"2102"	-0.0538004686339422	0.117558563196728	Inf	1	0	0	0.437656707386085	NA	1	0	"A0A075B5N8, A0A0G2JGN0, P01661, P01662, P01663"	"126"	"129"	"126"	"129"	-0.374716406479016
"2965"	0.196933959403451	0.117191740876858	Inf	1	0	0	0.282554182079622	NA	1	0	"A0A075B5N8, A0A0G2JGN0, P01661, P01662, P01663"	"126"	"130"	"126"	"130"	1.11779355126356
"3828"	-0.0551600030607835	0.11741117826536	Inf	1	0	0	0.436054921607728	NA	1	0	"A0A075B5N8, A0A0G2JGN0, P01661, P01662, P01663"	"126"	"131"	"126"	"131"	-0.382809107133798
"377"	-1.06904708187115	0.0212699867324276	5.11295109416697e-05	3	0	0	1.14942409834945e-13	NA	1	0	"A0A075B5N9, A0A075B5P0, A0A075B5P1, A0A0G2JE31, A0A140T8M6, A0A140T8P0, A0A140T8P4, A0A140T8Q0, A0A140T8Q4, P01654, P01655, P01656, P01657, P01658, P01659, P01660, P01664, P01665, P01666, P01667, P01668, P01669, P01670, P01671, P01672, P01673, P03977"	"126"	"127"	"126"	"127"	-6.41802562285428
"1240"	-0.0327695605944818	0.0191351953144371	5.80478100696032e-07	3	0	0	0.406369489751365	NA	1	0	"A0A075B5N9, A0A075B5P0, A0A075B5P1, A0A0G2JE31, A0A140T8M6, A0A140T8P0, A0A140T8P4, A0A140T8Q0, A0A140T8Q4, P01654, P01655, P01656, P01657, P01658, P01659, P01660, P01664, P01665, P01666, P01667, P01668, P01669, P01670, P01671, P01672, P01673, P03977"	"126"	"128"	"126"	"128"	-0.249528812916549
"2103"	-0.528179768692981	0.0192392984118285	2.38243059561824e-06	3	0	0	7.00719578176266e-05	NA	1	0	"A0A075B5N9, A0A075B5P0, A0A075B5P1, A0A0G2JE31, A0A140T8M6, A0A140T8P0, A0A140T8P4, A0A140T8Q0, A0A140T8Q4, P01654, P01655, P01656, P01657, P01658, P01659, P01660, P01664, P01665, P01666, P01667, P01668, P01669, P01670, P01671, P01672, P01673, P03977"	"126"	"129"	"126"	"129"	-3.19848430555461
"2966"	-0.293906152377585	0.0873768755651643	0.00332720325107656	4	0	0	0.160042327664899	NA	1	0	"A0A075B5N9, A0A075B5P0, A0A075B5P1, A0A0G2JE31, A0A140T8M6, A0A140T8P0, A0A140T8P4, A0A140T8Q0, A0A140T8Q4, P01654, P01655, P01656, P01657, P01658, P01659, P01660, P01664, P01665, P01666, P01667, P01668, P01669, P01670, P01671, P01672, P01673, P03977"	"126"	"130"	"126"	"130"	-1.80395820108623
"3829"	-0.416399680665877	0.0872308636316052	0.00352836685669998	4	0	0	0.0792908424158145	NA	1	0	"A0A075B5N9, A0A075B5P0, A0A075B5P1, A0A0G2JE31, A0A140T8M6, A0A140T8P0, A0A140T8P4, A0A140T8Q0, A0A140T8Q4, P01654, P01655, P01656, P01657, P01658, P01659, P01660, P01664, P01665, P01666, P01667, P01668, P01669, P01670, P01671, P01672, P01673, P03977"	"126"	"131"	"126"	"131"	-2.53310741350325
