"lratio"	"variance"	"var_hat_vk"	"n.spectra"	"n.na1"	"n.na2"	"p.value.rat"	"p.value.sample"	"p.value"	"is.significant"	"ac"	"r1"	"r2"	"class1"	"class2"	"zscore"
"2209"	0.175270532804451	0.0264825960381232	0.000211843910053816	6	0	0	0.140732972789309	NA	1	0	"A0A0U1RQ96, E9Q1F2, E9Q5F4, P60710, P62737, P63260, P63268, P68033, P68134, Q8BFZ3"	"126"	"129"	"126"	"129"	0.988840857487452
"3072"	-0.140154374307495	0.0378157261803187	0.000434439329288115	6	0	0	0.235538930981824	NA	1	0	"A0A0U1RQ96, E9Q1F2, E9Q5F4, P60710, P62737, P63260, P63268, P68033, P68134, Q8BFZ3"	"126"	"130"	"126"	"130"	-0.888742601910461
"3935"	0.123009916519533	0.0232877811391582	0.000335097002490777	6	0	0	0.210099472966535	NA	1	0	"A0A0U1RQ96, E9Q1F2, E9Q5F4, P60710, P62737, P63260, P63268, P68033, P68134, Q8BFZ3"	"126"	"131"	"126"	"131"	0.67775677217241
"484"	NA	Inf	NA	0	0	0	NA	NA	1	0	"A0A0U1RQ96, P62737, P63268, P68033, P68134"	"126"	"127"	"126"	"127"	NA
"1347"	0.303981772522955	0.126853518497569	Inf	1	0	0	0.196694988000629	NA	1	0	"A0A0U1RQ96, P62737, P63268, P68033, P68134"	"126"	"128"	"126"	"128"	1.75500132638249
"2210"	NA	Inf	NA	0	0	0	NA	NA	1	0	"A0A0U1RQ96, P62737, P63268, P68033, P68134"	"126"	"129"	"126"	"129"	NA
"3073"	-0.21542568030564	0.123994690138749	Inf	1	0	0	0.27034135704871	NA	1	0	"A0A0U1RQ96, P62737, P63268, P68033, P68134"	"126"	"130"	"126"	"130"	-1.33679903601837
"3936"	0.295531317928012	0.123568466661551	Inf	1	0	0	0.20025332732619	NA	1	0	"A0A0U1RQ96, P62737, P63268, P68033, P68134"	"126"	"131"	"126"	"131"	1.70469954800636
"485"	0.380775872001659	0.0696650585296867	2.38614764351334e-13	2	0	0	0.0745591062613615	NA	1	0	"A0A140LHW9, A0A1D5RLZ8, A0A1D5RMH1, A0A1L1SRS6, A0A1Y7VIT3, A0A286YDR2, A2A7Z6, A2AL34, A2CG35, B1AQD3, B1AQD4, D3YTZ8, D3YV16, D3YV69, D3YW33, D3YWL1, D3YWS1, D3YYX5, D3Z1A7, D3Z444, F7BE32, H3BLG3, O35963, P35276, P35279, P35283, P55258, P56371, P61027, P61028, P61294, P62821, P62823, P63011, Q0PD20, Q3TYH2, Q504M8, Q544E8, Q5RI75, Q5SW88, Q64008, Q6PHN9, Q8BHC1, Q8BHD0, Q8BHH2, Q8BNU1, Q8BQX0, Q8CB87, Q8CG50, Q8K386, Q91V41, Q91Z34, Q91ZR1, Q923S9, Q99P58, Q9CXS2, Q9CZT8, Q9D1G1, Q9ERI2, Q9JKM7, S4R232"	"126"	"127"	"126"	"127"	2.212122269306
"1348"	-0.0373086063594759	0.0697559362829587	1.71217109044935e-17	2	0	0	0.443832371869108	NA	1	0	"A0A140LHW9, A0A1D5RLZ8, A0A1D5RMH1, A0A1L1SRS6, A0A1Y7VIT3, A0A286YDR2, A2A7Z6, A2AL34, A2CG35, B1AQD3, B1AQD4, D3YTZ8, D3YV16, D3YV69, D3YW33, D3YWL1, D3YWS1, D3YYX5, D3Z1A7, D3Z444, F7BE32, H3BLG3, O35963, P35276, P35279, P35283, P55258, P56371, P61027, P61028, P61294, P62821, P62823, P63011, Q0PD20, Q3TYH2, Q504M8, Q544E8, Q5RI75, Q5SW88, Q64008, Q6PHN9, Q8BHC1, Q8BHD0, Q8BHH2, Q8BNU1, Q8BQX0, Q8CB87, Q8CG50, Q8K386, Q91V41, Q91Z34, Q91ZR1, Q923S9, Q99P58, Q9CXS2, Q9CZT8, Q9D1G1, Q9ERI2, Q9JKM7, S4R232"	"126"	"128"	"126"	"128"	-0.276547723147307
"2211"	-0.027930587145017	0.0697276897703863	7.29828695925334e-13	2	0	0	0.457880978043382	NA	1	0	"A0A140LHW9, A0A1D5RLZ8, A0A1D5RMH1, A0A1L1SRS6, A0A1Y7VIT3, A0A286YDR2, A2A7Z6, A2AL34, A2CG35, B1AQD3, B1AQD4, D3YTZ8, D3YV16, D3YV69, D3YW33, D3YWL1, D3YWS1, D3YYX5, D3Z1A7, D3Z444, F7BE32, H3BLG3, O35963, P35276, P35279, P35283, P55258, P56371, P61027, P61028, P61294, P62821, P62823, P63011, Q0PD20, Q3TYH2, Q504M8, Q544E8, Q5RI75, Q5SW88, Q64008, Q6PHN9, Q8BHC1, Q8BHD0, Q8BHH2, Q8BNU1, Q8BQX0, Q8CB87, Q8CG50, Q8K386, Q91V41, Q91Z34, Q91ZR1, Q923S9, Q99P58, Q9CXS2, Q9CZT8, Q9D1G1, Q9ERI2, Q9JKM7, S4R232"	"126"	"129"	"126"	"129"	-0.220724567264647
"3074"	-0.0913813778825896	0.0696607163680094	9.35715393498281e-14	2	0	0	0.364585223368465	NA	1	0	"A0A140LHW9, A0A1D5RLZ8, A0A1D5RMH1, A0A1L1SRS6, A0A1Y7VIT3, A0A286YDR2, A2A7Z6, A2AL34, A2CG35, B1AQD3, B1AQD4, D3YTZ8, D3YV16, D3YV69, D3YW33, D3YWL1, D3YWS1, D3YYX5, D3Z1A7, D3Z444, F7BE32, H3BLG3, O35963, P35276, P35279, P35283, P55258, P56371, P61027, P61028, P61294, P62821, P62823, P63011, Q0PD20, Q3TYH2, Q504M8, Q544E8, Q5RI75, Q5SW88, Q64008, Q6PHN9, Q8BHC1, Q8BHD0, Q8BHH2, Q8BNU1, Q8BQX0, Q8CB87, Q8CG50, Q8K386, Q91V41, Q91Z34, Q91ZR1, Q923S9, Q99P58, Q9CXS2, Q9CZT8, Q9D1G1, Q9ERI2, Q9JKM7, S4R232"	"126"	"130"	"126"	"130"	-0.598418758460218
"3937"	0.00650055587775303	0.0696904523988415	1.44338381642584e-12	2	0	0	0.490177319186039	NA	1	0	"A0A140LHW9, A0A1D5RLZ8, A0A1D5RMH1, A0A1L1SRS6, A0A1Y7VIT3, A0A286YDR2, A2A7Z6, A2AL34, A2CG35, B1AQD3, B1AQD4, D3YTZ8, D3YV16, D3YV69, D3YW33, D3YWL1, D3YWS1, D3YYX5, D3Z1A7, D3Z444, F7BE32, H3BLG3, O35963, P35276, P35279, P35283, P55258, P56371, P61027, P61028, P61294, P62821, P62823, P63011, Q0PD20, Q3TYH2, Q504M8, Q544E8, Q5RI75, Q5SW88, Q64008, Q6PHN9, Q8BHC1, Q8BHD0, Q8BHH2, Q8BNU1, Q8BQX0, Q8CB87, Q8CG50, Q8K386, Q91V41, Q91Z34, Q91ZR1, Q923S9, Q99P58, Q9CXS2, Q9CZT8, Q9D1G1, Q9ERI2, Q9JKM7, S4R232"	"126"	"131"	"126"	"131"	-0.0157713655037813
"486"	0.490832344004716	0.11718192958237	Inf	1	0	0	0.075807946310825	NA	1	0	"A0A140LI77, D3YV43, P62908"	"126"	"127"	"126"	"127"	2.86723924571932
"1349"	-0.175205506534049	0.117728543394024	Inf	1	0	0	0.304804860266472	NA	1	0	"A0A140LI77, D3YV43, P62908"	"126"	"128"	"126"	"128"	-1.09738632223148
"2212"	-0.12631581042166	0.117504777099694	Inf	1	0	0	0.356252607618035	NA	1	0	"A0A140LI77, D3YV43, P62908"	"126"	"129"	"126"	"129"	-0.806367817712957
"3075"	-0.208864646622322	0.117210982857408	Inf	1	0	0	0.270907201666919	NA	1	0	"A0A140LI77, D3YV43, P62908"	"126"	"130"	"126"	"130"	-1.29774413565193
"3938"	-0.0863325591149202	0.117332782631152	Inf	1	0	0	0.400506091593923	NA	1	0	"A0A140LI77, D3YV43, P62908"	"126"	"131"	"126"	"131"	-0.568365397441682
"487"	0.144274920950311	0.118579298198269	Inf	1	0	0	0.337617801784905	NA	1	0	"A0A140LJL0, P35762"	"126"	"127"	"126"	"127"	0.804337836898161
"1350"	0.149290538100295	0.118564305468084	Inf	1	0	0	0.33230178376769	NA	1	0	"A0A140LJL0, P35762"	"126"	"128"	"126"	"128"	0.834193563529602
"2213"	0.0497885538399707	0.118750119213004	Inf	1	0	0	0.442560100103874	NA	1	0	"A0A140LJL0, P35762"	"126"	"129"	"126"	"129"	0.241902734200289
"3076"	-0.0237489049997084	0.117672507213746	Inf	1	0	0	0.47240252613556	NA	1	0	"A0A140LJL0, P35762"	"126"	"130"	"126"	"130"	-0.195832882900278
"3939"	0.0585338926768006	0.118222883117455	Inf	1	0	0	0.432411464776472	NA	1	0	"A0A140LJL0, P35762"	"126"	"131"	"126"	"131"	0.293959826638568
"269"	-0.0494196458270529	0.0704768337823974	5.92761796184953e-14	2	0	0	0.426161315071181	NA	1	0	"A0A140T8M0"	"126"	"127"	"126"	"127"	-0.348639326783312
"1132"	-0.0895149114798542	0.0194958760990758	2.60280393111852e-06	3	0	0	0.260729705091731	NA	1	0	"A0A140T8M0"	"126"	"128"	"126"	"128"	-0.587308518379989
"1995"	-0.17977479947188	0.0195468659039427	5.0560056188453e-07	3	0	0	0.0992477407685243	NA	1	0	"A0A140T8M0"	"126"	"129"	"126"	"129"	-1.12458528035995
"2858"	-0.0868960137021765	0.0191710217039402	5.8293751175308e-06	3	0	0	0.265135707967758	NA	1	0	"A0A140T8M0"	"126"	"130"	"126"	"130"	-0.571719390703789
"3721"	-0.185874608670964	0.0193889440656981	1.03520065084389e-05	3	0	0	0.0909574289144927	NA	1	0	"A0A140T8M0"	"126"	"131"	"126"	"131"	-1.16089471756498
"488"	-0.262541962303056	0.117153199419144	Inf	1	0	0	0.221526956802305	NA	1	0	"A0A140T8M1, P01644, P01645, P01646, P01647, P01648, P04946"	"126"	"127"	"126"	"127"	-1.61726119912612
"1351"	-0.286351133407723	0.117158607534276	Inf	1	0	0	0.20141200176883	NA	1	0	"A0A140T8M1, P01644, P01645, P01646, P01647, P01648, P04946"	"126"	"128"	"126"	"128"	-1.75898655067621
"2214"	-0.1135575021944	0.117126568688338	Inf	1	0	0	0.370016755697861	NA	1	0	"A0A140T8M1, P01644, P01645, P01646, P01647, P01648, P04946"	"126"	"129"	"126"	"129"	-0.730423312516027
"3077"	-0.129642507687913	0.117111833799093	Inf	1	0	0	0.352406189797565	NA	1	0	"A0A140T8M1, P01644, P01645, P01646, P01647, P01648, P04946"	"126"	"130"	"126"	"130"	-0.826170159318538
"3940"	-0.235030983432678	0.117127659922904	Inf	1	0	0	0.246121777735331	NA	1	0	"A0A140T8M1, P01644, P01645, P01646, P01647, P01648, P04946"	"126"	"131"	"126"	"131"	-1.45350064086261
"489"	-1.09409606453482	0.0887951191492252	2.06466453335047e-08	2	0	0	0.000120496246158262	NA	1	0	"A0A140T8M1, P01644, P01645, P01646, P04946"	"126"	"127"	"126"	"127"	-6.56713101834973
"1352"	-0.290823188570567	0.0704094112852974	6.71357762765356e-12	2	0	0	0.136537663806288	NA	1	0	"A0A140T8M1, P01644, P01645, P01646, P04946"	"126"	"128"	"126"	"128"	-1.78560669580093
"2215"	-0.143050414713203	0.0699620913300947	3.02369627346041e-13	2	0	0	0.294313688119476	NA	1	0	"A0A140T8M1, P01644, P01645, P01646, P04946"	"126"	"129"	"126"	"129"	-0.905981435753011
"3078"	-0.174875095253608	0.069708437130326	2.00456913952752e-18	2	0	0	0.253874568992664	NA	1	0	"A0A140T8M1, P01644, P01645, P01646, P04946"	"126"	"130"	"126"	"130"	-1.0954195315914
"3941"	-0.30090115287486	0.0700264402916091	2.24612899239404e-12	2	0	0	0.127751433781247	NA	1	0	"A0A140T8M1, P01644, P01645, P01646, P04946"	"126"	"131"	"126"	"131"	-1.84559631188863
"490"	0.0229714007437476	0.117447184672398	Inf	1	0	0	0.473279097338666	NA	1	0	"A0A140T8M2"	"126"	"127"	"126"	"127"	0.0822722105912571
"1353"	-0.172688290739709	0.117849415477541	Inf	1	0	0	0.307469436983995	NA	1	0	"A0A140T8M2"	"126"	"128"	"126"	"128"	-1.08240246194453
"2216"	-0.234472686876823	0.117847816343096	Inf	1	0	0	0.247298061601537	NA	1	0	"A0A140T8M2"	"126"	"129"	"126"	"129"	-1.4501773510555
"3079"	-0.256187941648562	0.117248263926748	Inf	1	0	0	0.227176118911163	NA	1	0	"A0A140T8M2"	"126"	"130"	"126"	"130"	-1.57943855477382
"3942"	-0.259205777604304	0.11762815485308	Inf	1	0	0	0.224893873347689	NA	1	0	"A0A140T8M2"	"126"	"131"	"126"	"131"	-1.59740238307628
"491"	-1.01627137564975	0.119324619024448	Inf	1	0	0	0.00163042841492909	NA	1	0	"A0A140T8M2, A0A140T8Q1, P01635"	"126"	"127"	"126"	"127"	-6.10387543742146
"1354"	-0.276643308650841	0.117193821120298	Inf	1	0	0	0.209515059653943	NA	1	0	"A0A140T8M2, A0A140T8Q1, P01635"	"126"	"128"	"126"	"128"	-1.7012002098411
"2217"	-0.177018928469684	0.117151194675945	Inf	1	0	0	0.302513333893783	NA	1	0	"A0A140T8M2, A0A140T8Q1, P01635"	"126"	"129"	"126"	"129"	-1.10818081231291
"3080"	-0.113871641171331	0.117114931475896	Inf	1	0	0	0.369663994255578	NA	1	0	"A0A140T8M2, A0A140T8Q1, P01635"	"126"	"130"	"126"	"130"	-0.732293241407939
"3943"	-0.308338148686996	0.117155583021966	Inf	1	0	0	0.183837744022475	NA	1	0	"A0A140T8M2, A0A140T8Q1, P01635"	"126"	"131"	"126"	"131"	-1.88986542320368
"492"	-0.0627251143297132	0.117206302631964	Inf	1	0	0	0.427313843135714	NA	1	0	"A0A140T8M2, P01636"	"126"	"127"	"126"	"127"	-0.42784083248834
"1355"	-0.278066507007634	0.117352776435709	Inf	1	0	0	0.208478437158245	NA	1	0	"A0A140T8M2, P01636"	"126"	"128"	"126"	"128"	-1.70967187340953
"2218"	-0.144401405855803	0.117215985963259	Inf	1	0	0	0.336595632520951	NA	1	0	"A0A140T8M2, P01636"	"126"	"129"	"126"	"129"	-0.914023282056037
"3081"	-0.323241020673114	0.117143636980607	Inf	1	0	0	0.172476453927556	NA	1	0	"A0A140T8M2, P01636"	"126"	"130"	"126"	"130"	-1.97857555771671
"3944"	-0.311782661883477	0.117245065966118	Inf	1	0	0	0.181265779698023	NA	1	0	"A0A140T8M2, P01636"	"126"	"131"	"126"	"131"	-1.91036907037158
"134"	-0.411729170401494	0.245788725893189	0.00952265077385429	6	0	0	0.203132925754856	NA	1	0	"A0A140T8M3"	"126"	"127"	"126"	"127"	-2.50530595387964
"997"	-0.445645386054572	0.100611037296823	0.00190968322030791	6	0	0	0.0800153160183365	NA	1	0	"A0A140T8M3"	"126"	"128"	"126"	"128"	-2.70719402321017
"1860"	-0.437425685563747	0.083885446031678	0.00103510712755315	6	0	0	0.0654844438340787	NA	1	0	"A0A140T8M3"	"126"	"129"	"126"	"129"	-2.65826582085581
"2723"	-0.501057334589393	0.106368014469208	0.00411052786124524	6	0	0	0.0622298658599858	NA	1	0	"A0A140T8M3"	"126"	"130"	"126"	"130"	-3.03703658058647
"3586"	-0.517583504390343	0.108344255216714	0.00150354710651545	6	0	0	0.0579228456155439	NA	1	0	"A0A140T8M3"	"126"	"131"	"126"	"131"	-3.13540948128595
"493"	-1.00594541290684	0.12349336728239	Inf	1	0	0	0.00210125584773826	NA	1	0	"A0A140T8M6, A0A140T8Q0, A0A140T8Q4, P01658, P01659, P01660, P01664, P01665, P01666, P01667, P01668, P01669"	"126"	"127"	"126"	"127"	-6.04240959749791
"1356"	-0.478360316497315	0.117787610602953	Inf	1	0	0	0.081686639499399	NA	1	0	"A0A140T8M6, A0A140T8Q0, A0A140T8Q4, P01658, P01659, P01660, P01664, P01665, P01666, P01667, P01668, P01669"	"126"	"128"	"126"	"128"	-2.90193137872549
"2219"	-0.543979749983429	0.117797531280229	Inf	1	0	0	0.0564892320632104	NA	1	0	"A0A140T8M6, A0A140T8Q0, A0A140T8Q4, P01658, P01659, P01660, P01664, P01665, P01666, P01667, P01668, P01669"	"126"	"129"	"126"	"129"	-3.29253453069809
"3082"	-0.586596065330044	0.117212457441609	Inf	1	0	0	0.0433218464266262	NA	1	0	"A0A140T8M6, A0A140T8Q0, A0A140T8Q4, P01658, P01659, P01660, P01664, P01665, P01666, P01667, P01668, P01669"	"126"	"130"	"126"	"130"	-3.54621040407131
"3945"	-0.594711932896886	0.117635720706686	Inf	1	0	0	0.0414633097091994	NA	1	0	"A0A140T8M6, A0A140T8Q0, A0A140T8Q4, P01658, P01659, P01660, P01664, P01665, P01666, P01667, P01668, P01669"	"126"	"131"	"126"	"131"	-3.59452053544834
"494"	0.0241362060980057	0.117330353152729	Inf	1	0	0	0.471912401023536	NA	1	0	"A0A140T8N0, P01639"	"126"	"127"	"126"	"127"	0.0892057761317772
"1357"	-0.0785823260576413	0.117442417693998	Inf	1	0	0	0.409316166925737	NA	1	0	"A0A140T8N0, P01639"	"126"	"128"	"126"	"128"	-0.522231724840927
"2220"	-0.120012519303122	0.117417096905306	Inf	1	0	0	0.363080765767967	NA	1	0	"A0A140T8N0, P01639"	"126"	"129"	"126"	"129"	-0.768847143609258
"3083"	-0.0947167903571389	0.117172054999697	Inf	1	0	0	0.391003819452487	NA	1	0	"A0A140T8N0, P01639"	"126"	"130"	"126"	"130"	-0.618272977804605
"3946"	-0.106132481900265	0.117300658812555	Inf	1	0	0	0.378324872438866	NA	1	0	"A0A140T8N0, P01639"	"126"	"131"	"126"	"131"	-0.686225486105909
"495"	0.0672476109790052	0.117847886601256	Inf	1	0	0	0.422347480017852	NA	1	0	"A0A140T8N1"	"126"	"127"	"126"	"127"	0.345828696170376
"1358"	-0.0604099197007519	0.118309018236548	Inf	1	0	0	0.430292215662471	NA	1	0	"A0A140T8N1"	"126"	"128"	"126"	"128"	-0.414059513884094
"2221"	0.0185028576323383	0.117818343283212	Inf	1	0	0	0.478505263295725	NA	1	0	"A0A140T8N1"	"126"	"129"	"126"	"129"	0.0556729711386448
"3084"	0.107882841918794	0.117294746211236	Inf	1	0	0	0.376380126254972	NA	1	0	"A0A140T8N1"	"126"	"130"	"126"	"130"	0.587712059725697
"3947"	-0.026214765813668	0.117672121802263	Inf	1	0	0	0.469542328254922	NA	1	0	"A0A140T8N1"	"126"	"131"	"126"	"131"	-0.210511049947577
"270"	-0.148752131541584	0.0343106809875984	0.000261586170130988	3	0	0	0.210969742464225	NA	1	0	"A0A140T8N2, P01642"	"126"	"127"	"126"	"127"	-0.939921207044882
"1133"	-0.159671281913963	0.0476793073521785	0.000272006398750164	3	0	0	0.232315307388394	NA	1	0	"A0A140T8N2, P01642"	"126"	"128"	"126"	"128"	-1.00491802773851
"1996"	-0.116668913892015	0.0698604710990803	2.22232595215173e-09	2	0	0	0.329459120110977	NA	1	0	"A0A140T8N2, P01642"	"126"	"129"	"126"	"129"	-0.748944155376247
"2859"	-0.165718864500855	0.0424791376864638	0.000507353231839645	3	0	0	0.210683490137076	NA	1	0	"A0A140T8N2, P01642"	"126"	"130"	"126"	"130"	-1.04091658326938
"3722"	-0.240071587983635	0.0192072720940841	2.71232246949722e-05	3	0	0	0.0416154703551971	NA	1	0	"A0A140T8N2, P01642"	"126"	"131"	"126"	"131"	-1.48350510632127
"496"	-0.00733492172422867	0.117297544259131	Inf	1	0	0	0.491456656058679	NA	1	0	"A0A140T8N7, A0A140T8Q3"	"126"	"127"	"126"	"127"	-0.0981277784332514
"1359"	-0.244028685508806	0.117610037167836	Inf	1	0	0	0.238365008420212	NA	1	0	"A0A140T8N7, A0A140T8Q3"	"126"	"128"	"126"	"128"	-1.50705993884389
"2222"	-0.154033439487284	0.117376231162904	Inf	1	0	0	0.32649995538536	NA	1	0	"A0A140T8N7, A0A140T8Q3"	"126"	"129"	"126"	"129"	-0.971358472204524
"3085"	-0.0687443598676793	0.117154070376898	Inf	1	0	0	0.420410365395615	NA	1	0	"A0A140T8N7, A0A140T8Q3"	"126"	"130"	"126"	"130"	-0.463670710235214
"3948"	-0.245261960820101	0.117356273928936	Inf	1	0	0	0.23701398907048	NA	1	0	"A0A140T8N7, A0A140T8Q3"	"126"	"131"	"126"	"131"	-1.51440107542874
"181"	-0.0764060481240337	0.0191434576761058	3.39090045932681e-05	3	0	0	0.290396458326519	NA	1	0	"A0A140T8N9"	"126"	"127"	"126"	"127"	-0.509277315220561
"1044"	-0.183858097913415	0.0191806082554476	7.42142215822768e-07	3	0	0	0.0921630582088676	NA	1	0	"A0A140T8N9"	"126"	"128"	"126"	"128"	-1.14889133051879
"1907"	-0.181386891073754	0.019162442443148	3.91958510298739e-06	3	0	0	0.0950422230636056	NA	1	0	"A0A140T8N9"	"126"	"129"	"126"	"129"	-1.13418134097047
"2770"	-0.272797851692196	0.0191142215216838	8.2232795470368e-05	3	0	0	0.0242385812373916	NA	1	0	"A0A140T8N9"	"126"	"130"	"126"	"130"	-1.6783099237014
"3633"	-0.175264820168344	0.0191386787085974	2.28614563901316e-05	3	0	0	0.102597381509649	NA	1	0	"A0A140T8N9"	"126"	"131"	"126"	"131"	-1.09773938977991
"271"	-0.604845833293884	0.466670332660857	0.00514211328150441	2	0	0	0.187970422660208	NA	1	0	"A0A140T8P5"	"126"	"127"	"126"	"127"	-3.65484311408934
"1134"	-0.151421209081331	0.0699355820905392	1.98546063109794e-11	2	0	0	0.283463910118587	NA	1	0	"A0A140T8P5"	"126"	"128"	"126"	"128"	-0.955809032411515
"1997"	-0.238598670911654	0.0699615975947089	1.42820208585262e-14	2	0	0	0.183510988760457	NA	1	0	"A0A140T8P5"	"126"	"129"	"126"	"129"	-1.47473748946838
"2860"	-0.162402414330501	0.0696821064582938	4.83484765096751e-13	2	0	0	0.26920406565473	NA	1	0	"A0A140T8P5"	"126"	"130"	"126"	"130"	-1.02117523804466
"3723"	-0.224386765243126	0.0698377721282003	3.46545983017791e-11	2	0	0	0.19791651909924	NA	1	0	"A0A140T8P5"	"126"	"131"	"126"	"131"	-1.39014036854324
"497"	-0.202305174223903	0.0705439698862571	4.41098475962137e-14	2	0	0	0.223123156709833	NA	1	0	"A0A140T8P6"	"126"	"127"	"126"	"127"	-1.25869852891651
"1360"	-0.147223472284474	0.0703782963151498	9.82221742264496e-11	2	0	0	0.289462758307961	NA	1	0	"A0A140T8P6"	"126"	"128"	"126"	"128"	-0.930821781883806
"2223"	-0.0909210208930054	0.117899157271398	Inf	1	0	0	0.395583888710824	NA	1	0	"A0A140T8P6"	"126"	"129"	"126"	"129"	-0.59567845910664
"3086"	0.0516133796494354	0.0697188913684087	5.60710076469651e-18	2	0	0	0.422511286555716	NA	1	0	"A0A140T8P6"	"126"	"130"	"126"	"130"	0.252765106444461
"3949"	-0.196945364946442	0.0700824534580745	9.17194729896826e-13	2	0	0	0.228454726457884	NA	1	0	"A0A140T8P6"	"126"	"131"	"126"	"131"	-1.2267939804234
"498"	-1.03139381858554	0.125422806541068	Inf	1	0	0	0.00179388333420512	NA	1	0	"A0A140T8P6, A0A140T8Q1, P01635"	"126"	"127"	"126"	"127"	-6.19389257963737
"1361"	-0.584104709261894	0.118388168981958	Inf	1	0	0	0.0447912024247051	NA	1	0	"A0A140T8P6, A0A140T8Q1, P01635"	"126"	"128"	"126"	"128"	-3.53138047517362
"2224"	-0.102541215945208	0.117235352030563	Inf	1	0	0	0.382286561764783	NA	1	0	"A0A140T8P6, A0A140T8Q1, P01635"	"126"	"129"	"126"	"129"	-0.664848285372927
"3087"	-0.330248802602044	0.117158834867578	Inf	1	0	0	0.167313352622905	NA	1	0	"A0A140T8P6, A0A140T8Q1, P01635"	"126"	"130"	"126"	"130"	-2.02028975066773
"3950"	-0.350252908201838	0.11733144206827	Inf	1	0	0	0.153265903090838	NA	1	0	"A0A140T8P6, A0A140T8Q1, P01635"	"126"	"131"	"126"	"131"	-2.13936524834519
"499"	-0.580806098365332	0.425392710216122	0.0194103035900086	3	0	0	0.186597511381523	NA	1	0	"A0A140T8Q0, A0A140T8Q4, P01664, P01665, P01666, P01668"	"126"	"127"	"126"	"127"	-3.51174531917062
"1362"	0.031424620426846	0.0192177040769772	3.11291290948468e-05	3	0	0	0.410335054900864	NA	1	0	"A0A140T8Q0, A0A140T8Q4, P01664, P01665, P01666, P01668"	"126"	"128"	"126"	"128"	0.132590448301031
"2225"	-0.27701974197433	0.0700191184848661	6.88485511069553e-09	2	0	0	0.147574406947946	NA	1	0	"A0A140T8Q0, A0A140T8Q4, P01664, P01665, P01666, P01668"	"126"	"129"	"126"	"129"	-1.703440949129
"3088"	-0.0354999885438733	0.033280429346198	0.000184077524888817	3	0	0	0.422854644771197	NA	1	0	"A0A140T8Q0, A0A140T8Q4, P01664, P01665, P01666, P01668"	"126"	"130"	"126"	"130"	-0.265781829844713
"3951"	-0.223052462483594	0.0303326978361757	0.00028623119260858	3	0	0	0.100147409208458	NA	1	0	"A0A140T8Q0, A0A140T8Q4, P01664, P01665, P01666, P01668"	"126"	"131"	"126"	"131"	-1.38219786072397
"500"	0.152444666904085	0.0191049444003896	1.64531710641004e-05	3	0	0	0.135033526939608	NA	1	0	"A0A1B0GQV5, P05366, P05367"	"126"	"127"	"126"	"127"	0.852968682225936
"1363"	-0.829367362561414	0.465805852218721	0.0714928738662671	3	0	0	0.112146665453955	NA	1	0	"A0A1B0GQV5, P05366, P05367"	"126"	"128"	"126"	"128"	-4.9913194040921
"2226"	-0.827660368151448	0.421828420750836	0.0585754900479921	3	0	0	0.101272031323075	NA	1	0	"A0A1B0GQV5, P05366, P05367"	"126"	"129"	"126"	"129"	-4.9811584294919
"3089"	-0.776596312178277	0.651084755375982	0.104539001619542	3	0	0	0.167912703202841	NA	1	0	"A0A1B0GQV5, P05366, P05367"	"126"	"130"	"126"	"130"	-4.67719693278305
"3952"	-0.786567725840877	0.506302165446504	0.0765632170632781	3	0	0	0.134486664283678	NA	1	0	"A0A1B0GQV5, P05366, P05367"	"126"	"131"	"126"	"131"	-4.73655230053487
"272"	0.0900484742435837	0.0696603000989685	1.43199281317658e-11	2	0	0	0.366484002890498	NA	1	0	"A0A1B0GQV5, P05367"	"126"	"127"	"126"	"127"	0.481552041918632
"1135"	-0.642095168831362	0.0702914604280159	2.2207304886502e-08	2	0	0	0.00772075749561001	NA	1	0	"A0A1B0GQV5, P05367"	"126"	"128"	"126"	"128"	-3.87657175600001
"1998"	-0.701850966452425	0.0703070200647848	3.9707863257692e-08	2	0	0	0.00406108129326732	NA	1	0	"A0A1B0GQV5, P05367"	"126"	"129"	"126"	"129"	-4.23227130504234
"2861"	-0.639999750297739	0.0696854460372804	1.40876345452025e-11	2	0	0	0.00766632397631862	NA	1	0	"A0A1B0GQV5, P05367"	"126"	"130"	"126"	"130"	-3.86409866623906
"3724"	-0.722396110464503	0.0701210807710524	4.94211330259923e-08	2	0	0	0.00318557197762278	NA	1	0	"A0A1B0GQV5, P05367"	"126"	"131"	"126"	"131"	-4.35456736251358
"501"	0.583505639644798	0.117139856613524	Inf	1	0	0	0.0441088071547166	NA	1	0	"A0A1B0GQX5, A0A1B0GRC1, A0A1B0GRS2, A0A1B0GRW9, A0A1B0GS79, A0A1B0GSL7, A0A1B0GSR9, A0A1B0GSX0, A0A1B0GT41, D3YZQ9, P06151, Q564E2"	"126"	"127"	"126"	"127"	3.41888194449947
"1364"	-0.199733459431219	0.117454555714163	Inf	1	0	0	0.280015622313422	NA	1	0	"A0A1B0GQX5, A0A1B0GRC1, A0A1B0GRS2, A0A1B0GRW9, A0A1B0GS79, A0A1B0GSL7, A0A1B0GSR9, A0A1B0GSX0, A0A1B0GT41, D3YZQ9, P06151, Q564E2"	"126"	"128"	"126"	"128"	-1.24339026045653
